Method,Name,Error,Occurrences,First Seen,Last Seen
GET,GET /api/v1/retrieve/Observation?_id=c6e7c73e8162c95b0fd184f97c4a816c6fdc245d87bfc907ba51d148,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:28Z,2026-07-03T18:54:28Z
GET,GET /api/v1/retrieve/Observation?_id=4f42d22bb75ce1aef6e9ab65107812246d3470e5edb9030378129fe8,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=c5714beee26a8f954fb181680cb1e8139546c44cb3f518b9a1d2b1b9,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=40c6e53fc4ca0c540bcb8bf1d8074351158bdb9d9767c52fe8e4453e,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=7696cb0a1b74bfd3d92b62f09e6eef3d13274bf245e0070965dba402,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=3cea774f1109bd581c744d903f77430617fad5220cb93ab706fefc4e,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
GET,GET /api/v1/retrieve/Observation?_id=aa785f349aa939dfb1e55182930942604d1ef98b082b99bea9d5521d,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=ce3b9a4836b267521ccda999cbe86667d3129023d99bb1119ad15c58,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=91220962dc4f0bad29d6a467b36176edf91a0e0a70b15e821c3fa42e,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:44:58Z,2026-07-03T18:44:58Z
GET,GET /api/v1/retrieve/Observation?_id=85646e2e04065aa081fd456edf143c7a28829ac3a2d1e05f86472ecf,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:51:06Z,2026-07-03T18:51:06Z
GET,GET /api/v1/retrieve/Observation?_id=80676af72079535081383fd7bd319bd883cba23fb420da247fa8512f,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=70e0b5ca5137747bd2c118ee6fe57af80d1d95a48a67e48cd23ef32b,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:51:06Z,2026-07-03T18:51:06Z
GET,GET /api/v1/retrieve/Observation?_id=f3ce010b62d8948cc32f3b46f362efd7184df12a006a6e0fa606e431,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=79ce7480214978cb8c82a2a308a8fe4f2d7b43d1a2a0baafc41e015c,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=c76b2ee64dadf3ee493e84cd9beaca93517710530a9328f7efe4b43a,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
GET,GET /api/v1/retrieve/Observation?_id=08d047f01e458d9a030f4f0558ad714787ae929672b5a31813958ab8,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
GET,GET /api/v1/retrieve/Observation?_id=b8d38a08cb845a899d09c993adc18c767492bd2487f66d10338d42fc,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=b20bdd39ef76b4eae88918336f82ae0e35b1713b5e49951044d95446,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=ff42ce20f6d81a508725d350804c88ed69984e5045774ae5bd0be120,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=08a6bc5eada8563c4b6c4a939813d8b2e4b2cc4b01fcd744081b71e6,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
GET,GET /api/v1/retrieve/Observation?_id=0df5a0e95e6b25fa8526170d9dc666cd4f6fc05b1b7420ac430917db,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:05Z,2026-07-03T18:46:05Z
GET,GET /api/v1/retrieve/Observation?_id=5500645b954f507084a304b9caa438b4320a8e8773ec2e5052b1b530,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:57Z,2026-07-03T18:55:57Z
GET,GET /api/v1/retrieve/Observation?_id=97eb7f06297fa46057ca9f1a219b5f63badf6b92468cc635a6f835c6,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
GET,GET /api/v1/retrieve/Observation?_id=fb94d02f5cb09d6795d228f7b7cef14289239c2640d6515ee537bb96,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:01Z,2026-07-03T18:55:01Z
GET,GET /api/v1/retrieve/Observation?_id=6bd3c300498ccb3c314bf07b95908410c19aa6e76345053610efbbc9,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=e393447a8c556ee1d4dd76443a4536b22786b781fe688ac7b5a38afd,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=98f66e24cfafaffac5cae3228812879a6ef5b411797b9efa5237fa8f,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=88fe6aa3cb98cf51cbd4f7444c05d9f979ebdc31589813113daa9c1f,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:28Z,2026-07-03T18:54:28Z
GET,GET /api/v1/retrieve/Observation?_id=359828dcc2b695ad23ba27da8c9937ea595aecef4dec53adcfa5b49a,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=6bc296cdffebbdc95be40417fc63437a61268580e8371b610902d96a,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:01Z,2026-07-03T18:55:01Z
GET,GET /api/v1/retrieve/Observation?_id=a746c5e8708fc72f8c51ab3b881c5f70460d6cfc6018f26de2c5a891,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=22ae22d43a540c0b3028b24a4fa7e05235df6ca7ee089c204a3d0e75,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:01Z,2026-07-03T18:55:01Z
GET,GET /api/v1/retrieve/Observation?_id=7af7229080094c878ec486901e38b553520b2009e7770adcf27d69d3,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:57Z,2026-07-03T18:55:57Z
GET,GET /api/v1/retrieve/Observation?_id=51ed21b8941eb2411b0fd61491c8f41da183307e356622e65b9f5c2e,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=70499b06f07ebb6ee03a3f00afb4b012e3a01b850c7b959986678aa2,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:01Z,2026-07-03T18:55:01Z
GET,GET /api/v1/retrieve/Observation?_id=6b6499599a89011b4ce5a9d368c0a88882769c193de9e85488c975c9,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:05Z,2026-07-03T18:46:05Z
GET,GET /api/v1/retrieve/Observation?_id=45583c740e24020c057fbd53f4cd09c5b267fa98ba6621dbdb7cce9d,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=61d7026bc8084c11c7774f896305dff0d34698ef603e39e78833f194,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=5e78216d4e60ab42e5c597a399130edf9fda1c49d02fe3956488c8ee,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=a154ed68515a7ff5b0a7dfb8a99b7155451959a8ec8c7a5590993c1d,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:05Z,2026-07-03T18:46:05Z
GET,GET /api/v1/retrieve/Observation?_id=d3d19b61fbb9929850e637dc3b733c23a8f30c8c156ac9b7660445bc,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:57Z,2026-07-03T18:55:57Z
GET,GET /api/v1/retrieve/Observation?_id=aaaf26b08dc9fd77a2cc5267fce4a1a35f9a695ef05a8a3b4bccc751,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=38b222be5f368d6efa1ad339072f4b0c92004e4153149c4d52799549,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:51:05Z,2026-07-03T18:51:05Z
GET,GET /api/v1/retrieve/Observation?_id=81ced2b7bf09b35cf8f8206ab3c0443d2f28d33a8d5053be7dc6b818,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=c600c4710389a1f56abaf62cfd645f0c680dac7febc83a66286ff0d8,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=5a5d1d9cdda4e53a44147a5e275ec4dcfd2282810f84a710af4e5846,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=b955e1390dd2eb334d6c0ef7d5dde38507c83a4b131687b317f377fc,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=d2da29b1584a4cc3e75c575e3733f0cb6f5f50c4bf05fb63fdb1cd13,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:57Z,2026-07-03T18:55:57Z
GET,GET /api/v1/retrieve/Observation?_id=2502b1525cef46cf0efc5ac2b3dcd05043aceb3a1c4c2b909b726162,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
GET,GET /api/v1/retrieve/Observation?_id=a1f04d3a3973f8c75780c6073b29049f61a70092435ed7deeb75b011,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:05Z,2026-07-03T18:46:05Z
GET,GET /api/v1/retrieve/Observation?_id=83fc4da142bb5a5f3d884d0966e4d81ff0a48350051d648fe722f122,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:05Z,2026-07-03T18:46:05Z
GET,GET /api/v1/retrieve/Observation?_id=0adf9404dbe15cf70c51ae67df0766b696b27981bb292c11e249d4b5,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=f8e7e56f2357ca7f18f2fc4b81b37d08c050731b0d1598514becca84,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=685901c6ac6ff830561d6b34c4d5a9b34e110341c59a122590efaabc,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=5438ca95be7310a06a61efa59688e1fd6a9761bba458c236a3881aa3,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:57Z,2026-07-03T18:55:57Z
GET,GET /api/v1/retrieve/Observation?_id=8d3eb61f2c2357b02b926a155826e26d9d5ab1bfdc4a7d46733f26ce,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=f4d9a37d67917baff49558c9f9dd8dc2758296ea5867c9c7f1b95a14,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=20fd127f0a3aaf7191dbb59c45a2e8a0910ed45a97d829bd66e69414,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=2a9cea04bec00e63658106ca26c62cee712780cba7b160773d8bdd2d,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=29585b95750b003da97cc705aeab822c60cf277ebb1a56f4be7d692f,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=d0022564bff4aa4ec47b238d345bbeec768892c5795dc8a433340905,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=1952d1bace2c0151873825c0831542b9199ba9f780a304fe03ad8074,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=58462b210cf9cd77089265adcbd02593b69f5206586bc2bae9f506f5,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:02Z,2026-07-03T18:52:02Z
GET,GET /api/v1/retrieve/Observation?_id=65359a30ce1e219a2ab7b1fc63b86bdb42246ca0444c8f4c79b7581e,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=8387c5706acd7f6641fdd7c6f10d1103f5fb30c31d13702effc1600c,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=4bdd17cfea6deaddd0e0b47b35f619e01b8dc84d5c6d6e6e0102dc09,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:05Z,2026-07-03T18:46:05Z
GET,GET /api/v1/retrieve/Observation?_id=ddd7bb79c6fe956a87c4079bad3cd260dc54039c6b87a393bce0867b,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=4707b9b09e6fe4f8e3e23cb419d8bef19c776ece0e5a5a7ae2a4e3ff,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:08Z,2026-07-03T18:54:08Z
GET,GET /api/v1/retrieve/Observation?_id=c9a88388c36f770e9152e74cee18f8ddae4ac4e7f57437ad75babb36,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:05Z,2026-07-03T18:46:05Z
GET,GET /api/v1/retrieve/Observation?_id=1621a7664a6ea8be21b91b4febe9f38401e67308c060e0d4d763ab0e,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=44fd9ec29c4a31fb4a9a6239b267ff76981780b01c65e9130898f6d0,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=a33f4fb7b71726e462167d0880a8c42f7b44f91ba04f3a475219b2d4,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:28Z,2026-07-03T18:54:28Z
GET,GET /api/v1/retrieve/Observation?_id=1e59d7c4223569c8eb4a35b1ecbe6ef39865a3a7959a471c869ddf92,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:54:28Z,2026-07-03T18:54:28Z
GET,GET /api/v1/retrieve/Observation?_id=0d6dbb5c27446c50ada7f187fbd14c607509e0aad6b354bf5d95522d,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=d1d2e84958e7066705440765eee8fe0e5b51914f91687e36e5be9c41,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:28Z,2026-07-03T18:53:28Z
GET,GET /api/v1/retrieve/Observation?_id=61d5ff9b5cb4e58f215580c06c703e996bcf0d1c0867a2deabe99acc,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:44Z,2026-07-03T18:49:44Z
GET,GET /api/v1/retrieve/Observation?_id=09a2b4d7cadbbcc6f51590b9d23b8346c76271da093170ecb3e7ced1,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:07Z,2026-07-03T18:53:07Z
GET,GET /api/v1/retrieve/Observation?_id=a84eae7b4fc6e52b057a210bd871b20a149832540c598ca0d03e79e5,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:51:05Z,2026-07-03T18:51:05Z
GET,GET /api/v1/retrieve/Observation?_id=1daa918cb965f26d7062c87f00714969668f7b20a7e7b77c97a2537c,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
GET,GET /api/v1/retrieve/Observation?_id=531e0581193fedb0407e0e5cedf1c99e940379dfd4e33ab49b183aa4,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:53:18Z,2026-07-03T18:53:18Z
GET,GET /api/v1/retrieve/Observation?_id=29a56feeb57277bec0b0d0fb1fc39afe0e1427173825fb3cc492401a,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:51:06Z,2026-07-03T18:51:06Z
GET,GET /api/v1/retrieve/Observation?_id=3f305a7181f387e94ba1671a151eace2cb17d583fcb6b8f2139a34a7,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:55:01Z,2026-07-03T18:55:01Z
GET,GET /api/v1/retrieve/Observation?_id=f8e80adbb94523d28579bc4bdc2267eb3df9ff67cd2425c754ca2576,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=aa1552bbdfb20924a2638f20a5234e4581025e7b7d0502772ae3d67c,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:52:29Z,2026-07-03T18:52:29Z
GET,GET /api/v1/retrieve/Observation?_id=7aa47404354e9d14d1c70cc3675f9889af434c8befec90e5852c068f,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:46:06Z,2026-07-03T18:46:06Z
GET,GET /api/v1/retrieve/Observation?_id=67561d3520bbf57e54214c72a35f3da7d83af1096833c5792c6a8714,CatchResponseError('Unexpected status code: 503'),1,2026-07-03T18:49:43Z,2026-07-03T18:49:43Z
